ID,Size
SSNI-004 , 6895130944
SSNI-005 , 6622520818
SSNI-007 , 8044538095
SSNI-008 , 6358671270
SSNI-009 , 6307967663
SSNI-010 , 10493546477
SSNI-011 , 5330609523
SSNI-012 , 5191415613
SSNI-013 , 6559767622
SSNI-015 , 5286903676
SSNI-014 , 5343778380
SSNI-016 , 6640018824
SSNI-018 , 7133656636
SSNI-017 , 6663880089
SSNI-019 , 6705453169
SSNI-020 , 7615971778
SSNI-021 , 6675708677
SSNI-022 , 6818165118
SSNI-024 , 6563748877
SSNI-023 , 5344643911
SSNI-025 , 5245358446
SSNI-026 , 7107317379
SSNI-027 , 7934154831
SSNI-028 , 10766583831
SSNI-029 , 5328455459
SSNI-030 , 8097010243
SSNI-031 , 7139780596
SSNI-032 , 5354103453
SSNI-033 , 6537058837
SSNI-034 , 5171811603
SSNI-035 , 6685011087
SSNI-036 , 6452022547
SSNI-037 , 6568729574
SSNI-038 , 5693720379
SSNI-039 , 7804469363
SSNI-040 , 6574918247
SSNI-041 , 5381929768
SSNI-043 , 7189055822
SSNI-042 , 5396905728
SSNI-045 , 6703175608
SSNI-044 , 8266857800
SSNI-046 , 8107351696
SSNI-047 , 7141805195
SSNI-049 , 5318897579
SSNI-048 , 7093584842
SSNI-050 , 5318377015
SSNI-051 , 8745936975
SSNI-053 , 3895339938
SSNI-055 , 5361234227
SSNI-057 , 6550188575
SSNI-056 , 10728390577
SSNI-058 , 5326256913
SSNI-059 , 7132532828
SSNI-060 , 5315874927
SSNI-061 , 8093075278
SSNI-062 , 6845260843
SSNI-063 , 6616157433
SSNI-064 , 6736390802
SSNI-065 , 6616165218
SSNI-066 , 6697967895
SSNI-068 , 5247537898
SSNI-067 , 8062774328
SSNI-070 , 5202916350
SSNI-069 , 7357047413
SSNI-071 , 7495533554
SSNI-072 , 5325184100
SSNI-073 , 5376900274
SSNI-074 , 6667462250
SSNI-075 , 6662122476
SSNI-076 , 5264057174
SSNI-077 , 6350558839
SSNI-078 , 6514507407
SSNI-079 , 5363470093
SSNI-081 , 342501732
SSNI-080 , 7090742872
SSNI-083 , 6746645313
SSNI-082 , 5375632199
SSNI-084 , 6667200297
SSNI-086 , 6670097456
SSNI-085 , 6615644703
SSNI-087 , 7884443716
SSNI-088 , 8020809740
SSNI-090 , 10718712206
SSNI-091 , 5330296081
SSNI-089 , 6731940261
SSNI-093 , 5238064165
SSNI-092 , 5209711420
SSNI-095 , 5318479347
SSNI-096 , 5339253070
SSNI-094 , 6674947977
SSNI-097 , 6354437354
SSNI-100 , 590708126
SSNI-099 , 590066376
SSNI-098 , 6716938822
SSNI-101 , 6680708475
SSNI-102 , 768660258
SSNI-103 , 4997682656
SSNI-104 , 886953087
SSNI-105 , 6712394875
SSNI-106 , 485040012
SSNI-107 , 587857209
SSNI-108 , 593937367
SSNI-115 , 3974804804
SSNI-110 , 745193430
SSNI-112 , 4162069070
SSNI-113 , 6667978688
SSNI-114 , 5543118386
SSNI-116 , 5095204946
SSNI-117 , 5338951826
SSNI-118 , 6773442120
SSNI-119 , 7038987131
SSNI-120 , 788602356
SSNI-121 , 6431975319
SSNI-123 , 585660988
SSNI-125 , 742783065
SSNI-124 , 5360611267
SSNI-122 , 6217475998
SSNI-126 , 7779777709
SSNI-127 , 8850620882
SSNI-128 , 6475678782
SSNI-129 , 5408379230
SSNI-132 , 279373469
SSNI-136 , 5575116299
SSNI-134 , 7927432715
SSNI-133 , 7052833056
SSNI-131 , 761969653
SSNI-135 , 561678415
SSNI-138 , 4680912294
SSNI-139 , 636882658
SSNI-140 , 4170133726
SSNI-141 , 3802131784
SSNI-142 , 4611671842
SSNI-143 , 5020296039
SSNI-144 , 4991143514
SSNI-145 , 6501737057
SSNI-146 , 9993244780
SSNI-147 , 6376595229
SSNI-148 , 4665711475
SSNI-149 , 30228836536
SSNI-150 , 6513077210
SSNI-151 , 5096781885
SSNI-154 , 5344755746
SSNI-153 , 5392522361
SSNI-156 , 5302854334
SSNI-155 , 6547178388
SSNI-157 , 5371160792
SSNI-158 , 7818322173
SSNI-159 , 7915096636
SSNI-160 , 6585502770
SSNI-161 , 7686055603
SSNI-162 , 6696739792
SSNI-165 , 8856211006
SSNI-166 , 7294670933
SSNI-164 , 10571011647
SSNI-167 , 6547080110
SSNI-163 , 6652900457
SSNI-168 , 5310222867
SSNI-169 , 5270469048
SSNI-170 , 877409615
SSNI-171 , 4981486366
SSNI-172 , 4637652291
SSNI-175 , 5646429764
SSNI-178 , 10728018029
SSNI-176 , 571977152
SSNI-173 , 5141258174
SSNI-174 , 733656949
SSNI-177 , 6052020022
SSNI-179 , 6431976865
SSNI-180 , 5264330145
SSNI-182 , 803248388
SSNI-183 , 5056906034
SSNI-184 , 6654199898
SSNI-187 , 641143596
SSNI-186 , 4795005113
SSNI-185 , 738345142
SSNI-190 , 7198298737
SSNI-189 , 6675241725
SSNI-188 , 673584593
SSNI-192 , 7395799626
SSNI-191 , 6710061222
SSNI-196 , 7548388417
SSNI-195 , 5267995820
SSNI-193 , 8007744099
SSNI-194 , 5334589752
SSNI-200 , 5359110768
SSNI-199 , 5340839713
SSNI-198 , 6571514658
SSNI-197 , 5316652855
SSNI-502 , 634973885
SSNI-505 , 6164439206
SSNI-504 , 787977974
SSNI-506 , 5021981834
SSNI-509 , 7490432111
SSNI-508 , 5059851145
SSNI-511 , 6746930668
SSNI-514 , 6686462502
SSNI-516 , 9542923866
SSNI-515 , 5299981455
SSNI-517 , 6596297800
SSNI-518 , 5083694503
SSNI-521 , 5310058952
SSNI-525 , 7854643233
SSNI-522 , 5297986086
SSNI-519 , 5309365921
SSNI-524 , 6564214076
SSNI-527 , 6684361723
SSNI-528 , 6661135524
SSNI-529 , 6935633584
SSNI-530 , 5353111072
SSNI-533 , 6739840078
SSNI-532 , 5324028833
SSNI-531 , 5433198477
SSNI-534 , 6968738916
SSNI-537 , 5324612788
SSNI-535 , 7614021484
SSNI-540 , 5360420757
SSNI-539 , 5348393201
SSNI-541 , 8033646413
SSNI-542 , 6763924401
SSNI-543 , 5311150144
SSNI-544 , 5239650918
SSNI-545 , 5306972569
SSNI-546 , 5321098861
SSNI-547 , 5409451993
SSNI-549 , 5318910075
SSNI-548 , 5318621269
SSNI-551 , 6726983141
SSNI-552 , 5275279118
SSNI-553 , 6697708130
SSNI-550 , 7260901154
SSNI-554 , 6646700839
SSNI-555 , 7404226342
SSNI-556 , 7398753873
SSNI-557 , 5373363113
SSNI-558 , 5825654106
SSNI-559 , 5283052969
SSNI-560 , 7052965735
SSNI-561 , 7483720066
SSNI-562 , 5276014717
SSNI-564 , 6709520744
SSNI-563 , 5587574214
SSNI-565 , 8073199553
SSNI-566 , 9794237122
SSNI-567 , 5376771554
SSNI-568 , 6675618835
SSNI-569 , 5258251336
SSNI-571 , 6856459411
SSNI-658 , 11843186047
SSNI-130 , 730362978
SSNI-430 , 1804000940
SSNI-427 , 697935719
SSNI-421 , 701353203
SSNI-808 , 6587208029
SSNI-749 , 3271206128
SSNI-750 , 4777407681
SSNI-137 , 5317949914
SSNI-409 , 1544021647
SSNI-718 , 5577940580
SSNI-003 , 7576747911
SSNI-815 , 5328957512
SSNI-824 , 5389028965
SSNI-827 , 5376063450
SSNI-823 , 5334858735
SSNI-832 , 5363497121
SSNI-831 , 6646916919
SSNI-829 , 6539301340
SSNI-828 , 6690606873
SSNI-826 , 7507386913
SSNI-830 , 6992764431
SSNI-818 , 6041693066
SSNI-817 , 4827412425
SSNI-822 , 4743704356
SSNI-214 , 3738479302
SSNI-841 , 5401793670
SSNI-816 , 5511432346
SSNI-825 , 6703288489
SSNI-842 , 5221925229
SSNI-821 , 6712564363
SSNI-843 , 6705158257
SSNI-844 , 8307898723
SSNI-109 , 4569946530
SSNI-181 , 5237532066
SSNI-286 , 6345774904
SSNI-258 , 7662618167
SSNI-415 , 6233122147
SSNI-413 , 6354777955
SSNI-400 , 6449286869
SSNI-392 , 4902686257
SSNI-520 , 6630879688
SSNI-498 , 7358610263
SSNI-497 , 7321282392
SSNI-476 , 5057028559
SSNI-456 , 6421460585
SSNI-618 , 9878266400
SSNI-599 , 6892628813
SSNI-716 , 5177227833
SSNI-706 , 5243336762
SSNI-703 , 7483406960
SSNI-702 , 6493255560
SSNI-700 , 7097308287
SSNI-689 , 5584429694
SSNI-676 , 5565902977
SSNI-674 , 5574311996
SSNI-771 , 5256285844
SSNI-765 , 5399590042
SSNI-770 , 7008100752
SSNI-768 , 6706848331
SSNI-767 , 7973044305
SSNI-760 , 6648326711
SSNI-769 , 5513369197
SSNI-766 , 5364847610
SSNI-764 , 6678638426
SSNI-763 , 6930575166
SSNI-762 , 7874296791
SSNI-761 , 5305437625
SSNI-759 , 5296232990
SSNI-758 , 6593039527
SSNI-757 , 5271445798
SSNI-756 , 6745496549
SSNI-755 , 6674559610
SSNI-753 , 5566729819
SSNI-752 , 6703284245
SSNI-748 , 5234348344
SSNI-739 , 4942202090
SSNI-741 , 5799213351
SSNI-744 , 6627200537
SSNI-733 , 5105630337
SSNI-738 , 5198088912
SSNI-737 , 6562281427
SSNI-734 , 5228883617
SSNI-732 , 7339222650
SSNI-730 , 6597282177
SSNI-727 , 6974706761
SSNI-786 , 5295399758
SSNI-785 , 5245059383
SSNI-784 , 5161560956
SSNI-783 , 5385630504
SSNI-782 , 5371877303
SSNI-781 , 7868106934
SSNI-780 , 6568676281
SSNI-779 , 6574148633
SSNI-778 , 6956982042
SSNI-777 , 5517181236
SSNI-776 , 5560389091
SSNI-775 , 5512867760
SSNI-774 , 6964975558
SSNI-772 , 5637215534
SSNI-773 , 7101601704
SSNI-801 , 5336151533
SSNI-800 , 5296932831
SSNI-792 , 8060167211
SSNI-791 , 8729940176
SSNI-790 , 5304847598
SSNI-789 , 5253493988
SSNI-788 , 5367710411
SSNI-787 , 8155427991
SSNI-677 , 5230131336
SSNI-793 , 5360443990
SSNI-715 , 6479583714
SSNI-708 , 7343644108
SSNI-523 , 6912160738
SSNI-806 , 6642994552
SSNI-735 , 5425776970
SSNI-796 , 5298914368
SSNI-448 , 5006590115
SSNI-747 , 5293910054
SSNI-488 , 5332905359
SSNI-721 , 6648893238
SSNI-406 , 4830011330
SSNI-510 , 6578975534
SSNI-819 , 5259458728
SSNI-795 , 6617445861
SSNI-720 , 10725099804
SSNI-746 , 7239717818
SSNI-852 , 6716151873
SSNI-714 , 1554567570
SSNI-837 , 6666534580
SSNI-845 , 7829263393
SSNI-854 , 6638287227
SSNI-853 , 6678551664
SSNI-855 , 5490618035
SSNI-859 , 5494814928
SSNI-860 , 6580038198
SSNI-856 , 5537702770
SSNI-857 , 6890973997
SSNI-861 , 5084386341
SSNI-862 , 5550320185
SSNI-863 , 6808332175
SSNI-864 , 7529361478
SSNI-227 , 11112837241
SSNI-876 , 7614232173
SSNI-872 , 5451594704
SSNI-873 , 5516356707
SSNI-871 , 5524762419
SSNI-868 , 5432909518
SSNI-867 , 5464542763
SSNI-875 , 7423966154
SSNI-877 , 6949627478
SSNI-869 , 5502173026
SSNI-729 , 4410205193
SSNI-736 , 3502513397
SSNI-870 , 5585205879
SSNI-712 , 5318816934
SSNI-707 , 7196909519
SSNI-485 , 4986425552
SSNI-704 , 5576632272
SSNI-722 , 5345884717
SSNI-233 , 5797842751
SSNI-223 , 4706937403
SSNI-323 , 5337429495
SSNI-230 , 3695069272
SSNI-445 , 7253935891
SSNI-424 , 5166241448
SSNI-226 , 3707228262
SSNI-805 , 241046
SSNI-797 , 5275599812
SSNI-470 , 3736879222
SSNI-858 , 7130728348
SSNI-866 , 246
SSNI-865 , 7520774954
SSNI-866 (1) , 5514286166
SSNI-874 , 6923987671
SPRD-1119 , 832188662
SPRD-1118 , 908127001
SPRD-1115 , 2258231307
SPRD-1121 , 941815677
SPRD-1120 , 981565144
SPRD-1117 , 1039969274
SPRD-648 , 1579448690
SPRD-110 , 6637017682
SPRD-492 , 1192771006
SPRD-922 , 1204591651
SPRD-921 , 1401788128
SPRD-888 , 1204747993
SPRD-889 , 1195190272
SPRD-886 , 800084216
SPRD-887 , 1273215536
SPRD-876 , 1215285776
SPRD-879 , 1214719862
SPRD-882 , 1447982568
SPRD-880 , 1203628774
SPRD-874 , 1483434209
SPRD-883 , 1209061621
SPRD-877 , 1205606200
SPRD-885 , 1207877444
SPRD-873 , 1258874407
SPRD-896 , 1214085286
SPRD-891 , 1235692519
SPRD-894 , 1224810242
SPRD-890 , 1349075119
SPRD-900 , 691807714
SPRD-892 , 1224304037
SPRD-898 , 700121631
SPRD-897 , 1322097523
SPRD-917 , 1362741219
SPRD-919 , 1336490054
SPRD-899 , 692240989
SPRD-916 , 1333443599
SPRD-915 , 1332108759
SPRD-913 , 1320828253
SPRD-912 , 1325618187
SPRD-914 , 1337331997
SPRD-911 , 694417738
SPRD-910 , 691782397
SPRD-907 , 690081785
SPRD-895 , 1217603182
SPRD-905 , 677666399
SPRD-903 , 1368135006
SPRD-906 , 696140106
SPRD-901 , 1220065578
SPRD-908 , 696170648
SPRD-902 , 1209934040
SPRD-823 , 1348217588
SPRD-828 , 1175203499
SPRD-825 , 1329366609
SPRD-827 , 1466025345
SPRD-826 , 1281158044
SPRD-822 , 1252773358
SPRD-819 , 634100757
SPRD-849 , 1179508684
SPRD-854 , 1166154733
SPRD-821 , 664180984
SPRD-853 , 1180436152
SPRD-818 , 1182268435
SPRD-856 , 1151660678
SPRD-855 , 1173386643
SPRD-852 , 1166703105
SPRD-858 , 1237766541
SPRD-851 , 1212687130
SPRD-848 , 1175129355
SPRD-845 , 1154933159
SPRD-841 , 1165680596
SPRD-843 , 1190586505
SPRD-840 , 1165663575
SPRD-839 , 1050282645
SPRD-842 , 1187588655
SPRD-835 , 1203663229
SPRD-844 , 1161921568
SPRD-834 , 1220247324
SPRD-838 , 1167442712
SPRD-837 , 1163197136
SPRD-833 , 1305403208
SPRD-831 , 1186944106
SPRD-832 , 1185454062
SPRD-869 , 1186560279
SPRD-866 , 1095380887
SPRD-859 , 1182044339
SPRD-865 , 1190351219
SPRD-862 , 1008912645
SPRD-864 , 1198090254
SPRD-863 , 1187076213
SPRD-861 , 1165826582
SPRD-867 , 1199128412
SPRD-804 , 635219590
SPRD-801 , 632192556
SPRD-803 , 634495448
SPRD-800 , 635152823
SPRD-791 , 688788276
SPRD-792 , 633353683
SPRD-817 , 1239954528
SPRD-807 , 613636286
SPRD-806 , 631201039
SPRD-808 , 562752968
SPRD-775 , 623478852
SPRD-809 , 652894311
SPRD-784 , 1330740605
SPRD-805 , 634761712
SPRD-797 , 635514668
SPRD-788 , 542235118
SPRD-781 , 658325755
SPRD-799 , 561083332
SPRD-794 , 632866158
SPRD-779 , 588784598
SPRD-787 , 592104841
SPRD-811 , 1241846353
SPRD-780 , 1200801830
SPRD-772 , 1337635143
SPRD-813 , 1232978410
SPRD-625 , 1259298477
SPRD-814 , 1258873963
SPRD-810 , 662085645
SPRD-812 , 637279524
SPRD-795 , 617025137
SPRD-618 , 1049038191
SPRD-616 , 1502496737
SPRD-816 , 1211360834
SPRD-615 , 748980410
SPRD-610 , 1239071359
SPRD-604 , 1480762917
SPRD-601 , 1446296349
SPRD-614 , 1245166688
SPRD-595 , 1046495338
SPRD-590 , 1259830389
SPRD-592 , 1549609290
SPRD-582 , 1391019003
SPRD-585 , 2768368783
SPRD-573 , 1011848010
SPRD-580 , 1306762837
SPRD-578 , 1263327861
SPRD-620 , 1473918464
SPRD-596 , 1525942933
SPRD-621 , 1103772539
SPRD-600 , 729566985
SPRD-623 , 1018805955
SPRD-589 , 1059337162
SPRD-609 , 1100341691
SPRD-603 , 1247204804
SPRD-722 , 807165021
SPRD-607 , 842118601
SPRD-724 , 676398719
SPRD-721 , 1175363484
SPRD-719 , 597175487
SPRD-619 , 775719755
SPRD-577 , 1064968537
SPRD-574 , 1210833513
SPRD-723 , 524154637
SPRD-729 , 625588377
SPRD-730 , 643767808
SPRD-727 , 1293814935
SPRD-760 , 688234197
SPRD-759 , 1195675355
SPRD-762 , 679228213
SPRD-758 , 630486246
SPRD-763 , 687224858
SPRD-753 , 549787755
SPRD-754 , 729422832
SPRD-761 , 683097516
SPRD-755 , 624738107
SPRD-752 , 629771762
SPRD-750 , 1632257617
SPRD-751 , 640551485
SPRD-749 , 1115636917
SPRD-746 , 631810835
SPRD-748 , 516397248
SPRD-745 , 635336871
SPRD-731 , 1079540365
SPRD-738 , 627568423
SPRD-737 , 675612687
SPRD-725 , 619739428
SPRD-733 , 591793690
SPRD-740 , 629220019
SPRD-736 , 632594703
SPRD-735 , 681498655
SPRD-741 , 1280961346
SPRD-743 , 737607362
SPRD-734 , 718157182
SPRD-766 , 1186786032
SPRD-742 , 662382668
SPRD-726 , 1264447629
SPRD-728 , 634539766
SPRD-714 , 625579178
SPRD-716 , 1452702210
SPRD-744 , 619389365
SPRD-713 , 1077537718
SPRD-764 , 604792548
SPRD-709 , 632541918
SPRD-702 , 1187590258
SPRD-765 , 1226775370
SPRD-707 , 1143429213
SPRD-712 , 805428405
SPRD-692 , 602106023
SPRD-693 , 664495910
SPRD-706 , 1368902319
SPRD-696 , 981588251
SPRD-701 , 1014511243
SPRD-703 , 648606843
SPRD-681 , 1269020919
SPRD-688 , 1038608884
SPRD-677 , 1127115211
SPRD-684 , 1094862225
SPRD-671 , 813340014
SPRD-673 , 1166684703
SPRD-661 , 803285135
SPRD-659 , 732404136
SPRD-660 , 770531045
SPRD-657 , 1154120747
SPRD-656 , 738263758
SPRD-653 , 590870348
SPRD-644 , 1150928670
SPRD-704 , 1252199839
SPRD-647 , 893239019
SPRD-531 , 1194189371
SPRD-532 , 1010070089
SPRD-526 , 1281525417
SPRD-527 , 1312992288
SPRD-518 , 1309560265
SPRD-522 , 841121779
SPRD-517 , 1320815883
SPRD-515 , 1375239136
SPRD-514 , 1022048139
SPRD-521 , 878767341
SPRD-519 , 1255340344
SPRD-511 , 1069997287
SPRD-512 , 886210038
SPRD-513 , 1231821997
SPRD-507 , 1058175571
SPRD-498 , 1425491102
SPRD-500 , 1368440302
SPRD-481 , 1015698230
SPRD-499 , 1326432793
SPRD-504 , 1020499627
SPRD-477 , 1389479216
SPRD-488 , 1036264361
SPRD-564 , 1264214419
SPRD-486 , 1126092949
SPRD-565 , 870147688
SPRD-562 , 1281613738
SPRD-560 , 1266543896
SPRD-559 , 1450112632
SPRD-555 , 1001623722
SPRD-536 , 1067103145
SPRD-546 , 1349542422
SPRD-535 , 1406717689
SPRD-541 , 1069582279
SPRD-533 , 853814248
SPRD-540 , 1304781157
SPRD-534 , 672859578
SPRD-441 , 1324289912
SPRD-429 , 1282755549
SPRD-362 , 1093520038
SPRD-369 , 808977986
SPRD-355 , 815717156
SPRD-426 , 1292296656
SPRD-427 , 1363448125
SPRD-402 , 1158297533
SPRD-417 , 1307113834
SPRD-411 , 1320352155
SPRD-415 , 1281051447
SPRD-424 , 1334666880
SPRD-397 , 964413362
SPRD-407 , 1271172127
SPRD-382 , 893972260
SPRD-400 , 938814659
SPRD-394 , 206062814
SPRD-361 , 1095602610
SPRD-470 , 898107319
SPRD-374 , 807988610
SPRD-454 , 679506407
SPRD-459 , 1269596713
SPRD-472 , 1170067913
SPRD-433 , 1321924507
SPRD-432 , 1352347201
SPRD-431 , 1153511934
SPRD-438 , 1436660182
SPRD-458 , 1330928387
SPRD-434 , 1260725900
SPRD-437 , 1118066228
SPRD-403 , 1272622214
SPRD-174 , 655333188
SPRD-180 , 958593921
SPRD-169 , 1132296419
SPRD-151 , 1245739615
SPRD-137 , 730111063
SPRD-122 , 813295433
SPRD-145 , 871026878
SPRD-186 , 653656462
SPRD-189 , 1261008654
SPRD-208 , 1189674352
SPRD-191 , 1244165788
SPRD-236 , 807937831
SPRD-246 , 683436805
SPRD-347 , 1246514961
SPRD-254 , 649456976
SPRD-346 , 808524357
SPRD-351 , 791130282
SPRD-342 , 845813616
SPRD-319 , 796666267
SPRD-326 , 794478557
SPRD-293 , 639346013
SPRD-276 , 1329735218
SPRD-258 , 816579592
SPRD-310 , 814724840
SPRD-308 , 678212964
SPRD-97 , 628718492
SPRD-96 , 583885358
SPRD-571 , 1042941620
SPRD-570 , 1221246128
SPRD-57 , 747440800
SPRD-568 , 1366790935
SPRD-567 , 1303026898
SPRD-74 , 1201596411
SPRD-505 , 1077429588
SPRD-566 , 1338630644
SPRD-13 , 642126251
SPRD-03 , 959924352
SPRD-106 , 1206540310
SPRD-1060 , 2877368925
SPRD-1100 , 5474391999
SPRD-1086 , 6317117033
SPRD-1300 , 1235178843
SPRD-1279 , 4929366188
SPRD-1282 , 5382264794
SPRD-1281 , 5184036744
SPRD-1280 , 5018141962
SPRD-1301 , 8146804388
SPRD-1067 , 6609167509
SPRD-1291 , 5750411174
SPRD-1146 , 5758175145
SPRD-1224 , 5466700108
SPRD-1183 , 5945847447
SPRD-1091 , 6675095550
SPRD-1080 , 7576285510
SPRD-1193 , 5426888905
SPRD-1111 , 5714738508
SPRD-1227 , 5370831685
SPRD-1125 , 5851216170
SPRD-605 , 5598432546
SPRD-771 , 5584572342
SPRD-1085 , 6548488616
SPRD-1052 , 5791782135
SPRD-1103 , 4648177935
SPRD-1299 , 6231836760
SPRD-1201 , 5661013696
SPRD-934 , 7827053925
SPRD-1005 , 5005353049
SPRD-630 , 1088822911
SPRD-1312 , 5173006209
SPRD-1313 , 6416329560
SPRD-1314 , 4995532303
SPRD-1316 , 6495071977
SPRD-1315 , 6770031043
SPRD-111 , 5043331879
SPRD-1322 , 4940676658
SPRD-1321 , 4869637510
SPRD-1223 , 6202618231
ATID-370 , 3710091591
ATID-336 , 1338466037
ATID-171 , 1228575688
ATID-324 , 1342475303
ATID-284 , 1480531907
ATID-410 , 2646448610
ATID-145 , 4322823916
ATID-274 , 5361047617
ATID-193 , 5157689403
ATID-186 , 8605918512
ATID-183 , 5484124539
ATID-162 , 5027024603
ATID-283 , 7759834135
ATID-282 , 4611687826
ATID-329 , 4954702730
ATID-327 , 5875146867
ATID-325 , 4538186689
ATID-341 , 4988056793
ATID-335 , 4230014020
ATID-333 , 4991668907
ATID-337 , 6706837084
ATID-338 , 4555851048
ATID-340 , 4996335285
ATID-344 , 4411653354
ATID-343 , 4866257690
ATID-346 , 4237190645
ATID-345 , 4296933193
ATID-355 , 4771993860
ATID-352 , 5085513310
ATID-349 , 4674981249
ATID-350 , 4657489791
ATID-347 , 5826222026
ATID-357 , 5057343923
ATID-359 , 5032977009
ATID-363 , 4931961022
ATID-367 , 4331028925
ATID-366 , 5953515676
ATID-369 , 5225654759
ATID-368 , 3869755184
ATID-372 , 4963251586
ATID-376 , 5245838699
ATID-375 , 6964295620
ATID-378 , 6111992104
ATID-377 , 4819086121
ATID-380 , 4598402903
ATID-379 , 4126477179
ATID-382 , 5038794212
ATID-381 , 5050213025
ATID-385 , 4990258166
ATID-384 , 5494168942
ATID-387 , 4825345579
ATID-386 , 5510630577
ATID-388 , 5080689684
ATID-389 , 5145247103
ATID-390 , 4891733221
ATID-391 , 5559692605
ATID-393 , 4960233727
ATID-392 , 6118025693
ATID-395 , 5126451589
ATID-394 , 5087753014
ATID-396 , 5089944218
ATID-400 , 5233350539
ATID-399 , 4196405716
ATID-398 , 4893893968
ATID-397 , 5469984248
ATID-408 , 5364547041
ATID-407 , 4750759097
ATID-406 , 3729327311
ATID-403 , 5224504491
ATID-402 , 4558848798
ATID-401 , 6933272073
ATID-409 , 5363209604
ATID-414 , 4792480467
ATID-413 , 5072936087
ATID-411 , 3879662437
ATID-422 , 4361338717
ATID-421 , 4711907526
ATID-420 , 4714307737
ATID-419 , 4298714266
ATID-417 , 4459276349
ATID-415 , 4696628212
ATID-292 , 4241627978
ATID-298 , 5043052069
ATID-299 , 5044420957
ATID-301 , 5158573511
ATID-302 , 6098276202
ATID-303 , 4947662208
ATID-304 , 3963169123
ATID-305 , 5370225010
ATID-306 , 6653993899
ATID-307 , 4768449157
ATID-308 , 4733681153
ATID-309 , 4820783239
ATID-310 , 4842894484
ATID-311 , 6501690910
ATID-312 , 6197721819
ATID-313 , 4430040309
ATID-314 , 4792188787
ATID-315 , 6207671744
ATID-318 , 4832694470
ATID-319 , 4644887406
ATID-320 , 5364989771
ATID-321 , 4493552730
ATID-323 , 5065175775
ATID-435 , 6729832906
ATID-423 , 5336470245
ATID-362 , 2444682804
ATID-418 , 5340230243
ATID-416 , 6577578759
ATID-328 , 3698956832
ATID-348 , 5358520485
ATID-364 , 5272594095
ATID-342 , 3343074046
ATID-353 , 5302065693
ATID-192 , 5280351942
ATID-351 , 5321694006
ATID-317 , 5020291139
ATID-249 , 6156006950
ATID-430 , 6750898102
ATID-316 , 5020306878
ATID-371 , 4358139631
ATID-404 , 3867113319
ATID-374 , 5039588287
ATID-273 , 6205076764
ATID-159 , 1269332459
ATID-260 , 3234573104
ATID-433 , 6151785237
ATID-438 , 7085468818
ATID-167 , 1790676821
ATID-166 , 1669795218
ATID-160 , 1440524511
ATID-163 , 2031232585
ATID-190 , 2852916351
ATID-361 , 5342675031
EMOIS-003 , 2780853831
EMOIS-004 , 8133877387
EMOIS-007 , 8128948495
EMOIS-005 , 10140335421
EMOIS-006 , 8490505001
EMOIS-008 , 8699613081
GVH-055 , 3299148332
GVH-054 , 3409592172
GVH-053 , 3557197291
GVH-057 , 3563969776
GVH-006 , 3528583248
GVH-005 , 4436059313
GVH-001 , 5444231985
GVH-076 , 3767476114
GVH-094 , 6109055006
GVH-092 , 5286738067
GVH-096 , 6149596035
GVH-093 , 6044076036
GVH-095 , 5380131587
GVH-099 , 5707733344
GVH-101 , 5800104477
GVH-104 , 5423999219
GVH-098 , 5617843420
GVH-102 , 5806337688
GVH-100 , 5873534412
GVH-103 , 5573331086
GVH-061 , 5760535895
GVH-059 , 5970623305
GVH-060 , 5874485628
GVH-056 , 6006895718
GVH-025 , 6004263860
GVH-014 , 5318975452
GVH-009 , 5918759330
GVH-087 , 5411635925
GVH-015 , 6135272900
GVH-090 , 10349694139
GVH-080 , 5608216036
GVH-110 , 5703463701
GVH-109 , 6082862055
GVH-111 , 5883595906
GVH-108 , 5416498961
GVH-105 , 5373518116
GVH-107 , 5628515263
GVH-106 , 6065768035
GVH-112 , 6164795343
GVH-115 , 6083632377
GVH-113 , 5744712745
GVH-114 , 5336209521
GVH-116 , 5704487008
GVH-117 , 5943194900
GVH-118 , 5406530675
GVH-119 , 5400867361
GVH-124 , 5413474953
GVH-123 , 5580074744
GVH-121 , 7255830191
GVH-122 , 5961798361
GVH-120 , 5387828816
GVH-081 , 6187981581
KWBD-276 , 4390477529
NUBI-041 , 4159227482
REXD-334 , 4559480086
REXD-335 , 7231169440
REXD-336 , 7407471577
SSHN-008 , 4923637658
SSHN-011 , 4014148224
SSHN-013 , 4965501650
SSHN-010 , 10887610053
SSHN-014 , 4935785878
SSHN-012 , 11233888525
SSHN-009 , 11308461310
SSHN-015 , 4941432732
SDJS-012 , 1449726093
SDJS-026 , 5640061968
SDJS-063 , 6327658904
SDJS-058 , 6121679209
SDJS-048 , 21762413557
SDJS-084 , 5759469116
SDJS-072 , 2914291178
SDJS-087 , 4950078803
SDJS-077 , 9275089777
SDJS-064 , 6128142322
SDJS-062 , 4850770824
SDJS-075 , 4965192124
SDJS-081 , 11348293631
SDJS-088 , 6269671825
SDJS-078 , 4445949719
SDJS-083 , 6151993558
SDJS-073 , 11324572296
SDJS-050 , 6571702798
SDFK-029 , 1434963846
SDFK-030 , 2415432339
SYBI-010 , 1610038615
SYBI-007 , 980853985
SKMM-002 , 1626830422
CAND-135 , 749534351
CAND-091 , 516884644
OKP-031 , 823210324
OKP-030 , 1091014277
OKP-028 , 1878801770
OKP-016 , 391658055
OKP-014 , 1325060926
OKP-026 , 3088317227
